Formula,Co,Ti,Zr,Cr,MaxFWHM,Group,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant d electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg d valence electrons,frac s valence electrons,frac d valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,band center,HOMO_energy,LUMO_energy,Co_Ti_product,Ti_Zr_product,Zr_Cr_product,Group_Miedema_deltaH_inter_product,Miedema_deltaH_inter_Miedema_deltaH_amor_product,Miedema_deltaH_amor_Miedema_deltaH_ss_min_product,Miedema_deltaH_ss_min_Yang delta_product,Yang delta_Yang omega_product,Yang omega_APE mean_product,APE mean_Radii local mismatch_product,Radii local mismatch_Radii gamma_product,Radii gamma_Configuration entropy_product,Configuration entropy_Atomic weight mean_product,Atomic weight mean_Total weight_product,Total weight_Lambda entropy_product,Lambda entropy_Electronegativity delta_product,Electronegativity delta_Electronegativity local mismatch_product,Electronegativity local mismatch_VEC mean_product,VEC mean_Mixing enthalpy_product,Mixing enthalpy_Mean cohesive energy_product,Mean cohesive energy_Interant electrons_product,Interant electrons_Interant s electrons_product,Interant s electrons_Interant d electrons_product,Interant d electrons_Shear modulus mean_product,Shear modulus mean_Shear modulus delta_product,Shear modulus delta_Shear modulus local mismatch_product,Shear modulus local mismatch_Shear modulus strength model_product,Shear modulus strength model_mean AtomicWeight_product,mean AtomicWeight_mean Column_product,mean Column_mean Row_product,mean Row_range Number_product,range Number_mean Number_product,mean Number_range AtomicRadius_product,range AtomicRadius_mean AtomicRadius_product,mean AtomicRadius_range Electronegativity_product,range Electronegativity_mean Electronegativity_product,mean Electronegativity_avg s valence electrons_product,avg s valence electrons_avg d valence electrons_product,avg d valence electrons_frac s valence electrons_product,frac s valence electrons_frac d valence electrons_product,frac d valence electrons_mean simul. packing efficiency_product,mean simul. packing efficiency_mean abs simul. packing efficiency_product,mean abs simul. packing efficiency_dist from 1 clusters |APE| < 0.010_product,dist from 1 clusters |APE| < 0.010_dist from 3 clusters |APE| < 0.010_product,dist from 3 clusters |APE| < 0.010_dist from 5 clusters |APE| < 0.010_product,dist from 5 clusters |APE| < 0.010_band center_product,band center_HOMO_energy_product,HOMO_energy_LUMO_energy_product,Co_Ti_Zr_product,All_Miedema_product,Co_Ti_Zr_Cr_product,Yang delta_Yang omega_APE mean_product
Co0.0Ti0.198089688Zr0.171862326Cr0.630047986,0,0.198089688,0.171862326,0.630047986,0.561248328,1,-0.162483085,-0.071978651,-0.046581549,0.076996916,1.857523612,-0.025934789,5.074260926,1.126974017,-0.007602578,57.91996601,57.91996601,-1.282372614,0.117011121,0.247938377,5.260095972,8.692080845,4.618071267,10,1,9,87.1868281,0.44212296,18.77174412,-0.112000293,57.91996601,5.260095972,4.171862326,18,26.35361784,0.15,1.425779349,0.33,1.57951467,1.369952014,3.890143958,0.260442399,0.739557601,-0.025934789,0.025934789,0.053188912,0.066881058,0.076108259,3.630856374,-0.150445,-0.150445,0,0.034044155,0.108281512,-0.162483085,0.011695313,0.003352877,-0.003586636,0.14302359,-0.048174482,-0.131599885,5.71856022,-0.008567908,-0.440341075,3354.722462,-74.27497823,-0.150051857,0.029011547,1.304179656,45.72117944,40.1406488,46.18071267,10,9,784.6814529,38.5472985,8.299419071,-2.10244085,-6.48705319,304.6645799,21.94439622,75.09352187,474.3651211,3.953042676,0.213866902,0.470507185,0.521239841,2.163859303,5.32931055,1.013158425,0.192612156,-0.01918027,-0.000672613,0.001379443,0.003557331,0.005090201,0.276338158,-0.546244187,0.022633698,0,-0.000544786,0,-0.003709287
Co0.0Ti0.178267825Zr0.167035398Cr0.654696777,0,0.178267825,0.167035398,0.654696777,0.561031137,1,-0.154002145,-0.06502314,-0.044571879,0.076715937,1.836189747,-0.023516451,4.938980067,1.127101008,-0.007346698,57.81246221,57.81246221,-1.24830577,0.115268063,0.240855672,5.309393554,8.517080136,4.592826974,10,1,9,89.1187586,0.42649627,18.21219044,-0.106595204,57.81246221,5.309393554,4.167035398,18,26.31603072,0.15,1.42505531,0.33,1.58348618,1.345303223,3.964090331,0.253381711,0.746618289,-0.023516451,0.023516451,0.04184967,0.056666893,0.068492619,3.63705149,-0.150445,-0.150445,0,0.029777037,0.109357537,-0.154002145,0.010013703,0.002898204,-0.003419373,0.140865017,-0.043180666,-0.116147282,5.566729411,-0.00828047,-0.424730682,3342.280787,-72.16763016,-0.143889789,0.027762967,1.278797552,45.22053037,39.11747539,45.92826974,10,9,802.0688274,38.00881817,7.7674313,-1.941332158,-6.162531212,306.9491142,22.12443088,75.00663716,473.6885529,3.947404608,0.213758296,0.470268252,0.522550439,2.130269061,5.332903499,1.004427991,0.18917942,-0.017557812,-0.000553023,0.000984156,0.002371491,0.003881264,0.249111183,-0.547176211,0.022633698,0,-0.00044633,0,-0.003312645
Co0.0Ti0.159857776Zr0.161802298Cr0.678339926,0,0.159857776,0.161802298,0.678339926,0.560237458,1,-0.14537464,-0.057839878,-0.04272019,0.076263488,1.817704257,-0.02111337,4.788295479,1.127226413,-0.007075766,57.68319562,57.68319562,-1.216578429,0.113300564,0.23293345,5.356679852,8.304595559,4.567768273,10,1,9,90.97500473,0.410956998,17.58479124,-0.101044488,57.68319562,5.356679852,4.161802298,18,26.26912122,0.15,1.424270345,0.33,1.587422309,1.321660074,4.035019778,0.246731205,0.753268795,-0.02111337,0.02111337,0.04794659,0.051051014,0.062671529,3.642955524,-0.118123,-0.118123,0,0.025865356,0.109756959,-0.14537464,0.008408451,0.002470931,-0.003257991,0.138624466,-0.038377863,-0.101097055,5.39749314,-0.00797599,-0.40815277,3327.351057,-70.17613152,-0.137839022,0.026391491,1.24774992,44.48505971,37.93346811,45.67768273,10,9,818.7750425,37.3868148,7.226593011,-1.776846224,-5.828568957,308.9904118,22.29344252,74.91244136,472.8441819,3.940368182,0.213640552,0.470009214,0.523849362,2.098032686,5.332924538,0.995565292,0.185854917,-0.015904043,-0.000445774,0.001012314,0.002447722,0.003199445,0.228309593,-0.430316835,0.013953043,0,-0.000359211,0,-0.00292683
Co0.0Ti0.142860397Zr0.156238597Cr0.700901006,0,0.142860397,0.156238597,0.700901006,0.673780055,1,-0.136783536,-0.050580297,-0.041099421,0.075649001,1.801820126,-0.01874149,4.624914994,1.127349493,-0.00679353,57.53512719,57.53512719,-1.187104863,0.111138766,0.224332802,5.401802012,8.060041798,4.543058281,10,1,9,92.74926112,0.395598868,16.90316258,-0.095433131,57.53512719,5.401802012,4.156238597,18,26.21409676,0.15,1.42343579,0.33,1.591298015,1.299098994,4.102703018,0.240493634,0.759506366,-0.01874149,0.01874149,0.040832241,0.049540639,0.059555112,3.648552596,-0.118123,-0.118123,0,0.022320308,0.10950779,-0.136783536,0.006918552,0.002078821,-0.00310913,0.136305892,-0.033768793,-0.086677797,5.213895575,-0.007658682,-0.390866595,3310.290861,-68.3002293,-0.13193337,0.024932071,1.211801382,43.53875,36.61723964,45.43058281,10,9,834.7433501,36.69150271,6.686871982,-1.613121725,-5.49075732,310.7933658,22.45117802,74.81229475,471.8537416,3.932114514,0.213515368,0.469733811,0.525128345,2.067253651,5.329817363,0.986673956,0.182656446,-0.014234281,-0.000351243,0.000765257,0.002022855,0.002950398,0.217289958,-0.430977978,0.013953043,0,-0.000284348,0,-0.002554575
Co0.0Ti0.69322586Zr0.136307567Cr0.170466572,0,0.69322586,0.136307567,0.170466572,0.597256968,1,-0.104117,-0.022044031,-0.031161369,0.054234733,3.120361679,0.017743063,3.580537668,1.125319646,-0.006877583,54.48076071,54.48076066,-2.338195524,0.092663946,0.161401297,4.340933144,4.424133833,4.912980665,10,1,9,51.81849467,0.568604889,11.55148585,-0.104698869,54.48076071,4.340933144,4.136307567,18,24.79446935,0.15,1.420446135,0.33,1.5318314,1.829533428,2.511399717,0.421460863,0.578539137,0.017743063,0.018896506,0.02123168,0.038039655,0.054941771,3.507573743,-0.17001,-0.17001,0,0.09449193,0.023235884,-0.104117,0.002295158,0.000686922,-0.001690029,0.169231981,0.055364775,0.063529707,4.02924938,-0.007739479,-0.374695945,2968.153285,-127.3866707,-0.216666423,0.014956081,0.700632239,19.20486919,21.73568398,49.12980665,10,9,466.3664521,29.4642494,6.568231327,-1.209427508,-5.704074049,236.4973399,17.95543461,74.45353621,446.3004484,3.719170403,0.21306692,0.468747225,0.505504362,2.802536751,4.594689732,1.058456691,0.243831604,0.010265057,0.000335282,0.000401205,0.000807646,0.002089966,0.192712313,-0.596322612,0.0289034,0,-7.15E-05,0,0.003002694
Co0.0Ti0.669495869Zr0.142640625Cr0.187863506,0,0.669495869,0.142640625,0.187863506,0.584131045,1,-0.113305249,-0.029848116,-0.033885442,0.056136349,2.994780307,0.018149584,3.787558143,1.125355008,-0.007154359,54.82717678,54.82717678,-2.270295408,0.096095299,0.172488185,4.375727012,4.807922013,4.908799246,10,1,9,53.13138957,0.576415452,12.43880803,-0.110385648,54.82717678,4.375727012,4.142640625,18,24.94325826,0.15,1.421396094,0.33,1.532589089,1.812136494,2.563590518,0.414133809,0.585866191,0.018149584,0.019140073,0.02520858,0.043619016,0.056023342,3.512548098,-0.17001,-0.17001,0,0.095497309,0.026796968,-0.113305249,0.003381948,0.001011417,-0.001902205,0.168116034,0.054354018,0.068742606,4.262347525,-0.008051193,-0.392253283,3006.019314,-124.4738877,-0.218164717,0.016575304,0.754761209,21.03815423,23.60112395,49.08799246,10,9,478.1825062,30.62575392,7.169921151,-1.373065888,-6.052133448,239.9087584,18.12706448,74.56753125,448.9786487,3.741488739,0.213209414,0.469060711,0.5057544,2.777260619,4.645575933,1.061669506,0.242626997,0.010633228,0.000347384,0.000482494,0.001099573,0.002443683,0.196784682,-0.597168302,0.0289034,0,-0.000114599,0,0.003051236
Co0.0Ti0.644741286Zr0.148754201Cr0.206504513,0,0.644741286,0.148754201,0.206504513,0.591281892,1,-0.122836593,-0.037874039,-0.036498158,0.058029965,2.877455056,0.018678459,3.992347008,1.125396472,-0.007417527,55.16921368,55.16921368,-2.202695903,0.099427526,0.183600575,4.413009026,5.202459452,4.903377497,10,1,9,54.54166728,0.582328647,13.3346977,-0.115776071,55.16921368,4.413009026,4.148754201,18,25.09058464,0.15,1.42231313,0.33,1.533542159,1.793495487,2.619513539,0.406411017,0.593588983,0.018678459,0.019446813,0.038425494,0.046119391,0.061872841,3.517834048,-0.17001,-0.17001,0,0.095907975,0.030718414,-0.122836593,0.004652318,0.001382333,-0.002117987,0.166978616,0.053746426,0.07457089,4.492973238,-0.008347659,-0.409219154,3043.642138,-121.5210009,-0.219008605,0.018254951,0.810230996,22.95850052,25.5096226,49.03377497,10,9,490.8750055,31.7611753,7.765176464,-1.543838901,-6.387274773,243.4622379,18.30848974,74.67757562,451.6305236,3.763587697,0.21334697,0.469363333,0.506068913,2.750400942,4.69808571,1.064599162,0.241241102,0.011087328,0.000363236,0.000747253,0.00177216,0.002853538,0.217658386,-0.598066966,0.0289034,0,-0.000169801,0,0.003118903
Co0.0Ti0.619030108Zr0.154579736Cr0.226390156,0,0.619030108,0.154579736,0.226390156,0.592808801,1,-0.132602368,-0.046025795,-0.03891683,0.059905205,2.768082031,0.019339332,4.192609299,1.125444417,-0.007663817,55.50390121,55.50390121,-2.135580723,0.102629361,0.1946067,4.452780312,5.603760902,4.896619013,10,1,9,56.04972784,0.586274038,14.22821003,-0.120783175,55.50390121,4.452780312,4.154579736,18,25.23521556,0.15,1.42318696,0.33,1.534705074,1.773609844,2.679170468,0.398315147,0.601684853,0.019339332,0.019820136,0.005744916,0.04219784,0.062765008,3.523427818,-0.17001,-0.17001,0,0.095689511,0.034995331,-0.132602368,0.006103129,0.001791178,-0.002331321,0.165822522,0.053532858,0.081082265,4.718548727,-0.0086252,-0.42537173,3080.683049,-118.5330615,-0.219173285,0.019972361,0.866540881,24.95231622,27.43948218,48.96619013,10,9,504.4475506,32.86050025,8.341630144,-1.718528383,-6.703937417,247.1466785,18.49943085,74.78243525,454.2338801,3.785282334,0.213478044,0.469651697,0.506452674,2.721968027,4.751803116,1.067154178,0.239660191,0.011636183,0.000383308,0.000113865,0.000242423,0.002648548,0.221147977,-0.599017963,0.0289034,0,-0.000237514,0,0.003206897
Co0.0Ti0.592453907Zr0.160042202Cr0.247503891,0,0.592453907,0.160042202,0.247503891,0.589090452,1,-0.142451056,-0.054177207,-0.04105138,0.061749943,2.666351671,0.020141487,4.385807709,1.125499192,-0.007889854,55.82791807,55.82791807,-2.069168343,0.105668081,0.205358901,4.495007782,6.007101373,4.888431165,10,1,9,57.65468156,0.588212196,15.10699772,-0.125320357,55.82791807,4.495007782,4.160042202,18,25.37576742,0.15,1.42400633,0.33,1.536091605,1.752496109,2.742511673,0.389876101,0.610123899,0.020141487,0.020263951,0.029056105,0.047781579,0.069218129,3.529320744,-0.17001,-0.17001,0,0.094817628,0.039611068,-0.142451056,0.0077176,0.002224049,-0.00253492,0.164647065,0.053704287,0.088336689,4.936223031,-0.008880024,-0.44047411,3116.756436,-115.5173607,-0.218645049,0.021699881,0.923089859,27.00196742,29.36530156,48.88431165,10,9,518.892134,33.91318685,8.886120308,-1.893214345,-6.996374611,250.9469262,18.69942207,74.88075964,456.7638135,3.806365113,0.21360095,0.469922089,0.506910229,2.69199456,4.806241036,1.069239759,0.237872727,0.012288803,0.000408146,0.000588791,0.001388347,0.003307351,0.244292978,-0.60001982,0.0289034,0,-0.000316818,0,0.003316237
Co0.0Ti0.565118822Zr0.165070881Cr0.269810297,0,0.565118822,0.165070881,0.269810297,0.592955344,1,-0.152185739,-0.062171492,-0.042808566,0.063551321,2.571968887,0.021092221,4.569312172,1.125561053,-0.008092356,56.13805188,56.13805188,-2.003668269,0.108510946,0.215698665,4.539620594,6.407112086,4.878741511,10,1,9,59.35415599,0.588137221,15.95757944,-0.129304793,56.13805188,4.539620594,4.165070881,18,25.51089645,0.15,1.424760632,0.33,1.537712351,1.730189703,2.809430891,0.381130904,0.618869096,0.021092221,0.021092221,0.030039499,0.058535615,0.072173379,3.535499604,-0.17001,-0.17001,0,0.093284662,0.044537823,-0.152185739,0.009461614,0.002661472,-0.002720541,0.16345202,0.054248535,0.096376941,5.143039818,-0.009108441,-0.454289107,3151.480869,-112.4820332,-0.217419939,0.023405666,0.979190103,29.08585797,31.2586437,48.78741511,10,9,534.187404,34.90838836,9.385246427,-2.063391506,-7.258919176,254.8454564,18.90784155,74.97127586,459.1961361,3.826634468,0.213714095,0.470171009,0.507445076,2.660534075,4.860848399,1.070760937,0.235870138,0.013053324,0.000444882,0.0006336,0.001758381,0.004224713,0.255168954,-0.601070288,0.0289034,0,-0.000405038,0,0.003447566
Co0.0Ti0.537154831Zr0.169593239Cr0.29325193,0,0.537154831,0.169593239,0.29325193,0.581650976,1,-0.161561059,-0.069819831,-0.044095901,0.065294964,2.484640747,0.022197452,4.740364783,1.125630182,-0.008268125,56.43092061,56.43092061,-1.939311791,0.111125237,0.225457931,4.58650386,6.797817488,4.867491587,10,1,9,61.14408446,0.586076296,16.76558816,-0.132659281,56.43092061,4.58650386,4.169593239,18,25.63918216,0.15,1.425438986,0.33,1.539575651,1.70674807,2.87975579,0.37212398,0.62787602,0.022197452,0.022197452,0.045515072,0.06206756,0.076621029,3.541945275,-0.17001,-0.17001,0,0.091097828,0.049733545,-0.161561059,0.011280166,0.003078768,-0.00287924,0.162234528,0.055152695,0.105224022,5.335897674,-0.009306851,-0.46657788,3184.448801,-109.4371497,-0.215506483,0.025054066,1.034063669,31.17821615,33.08831944,48.67491587,10,9,550.2967602,35.83509854,9.825913807,-2.224110876,-7.486085371,258.8206352,19.12385549,75.0526783,461.5052789,3.845877324,0.213815848,0.470394865,0.508059965,2.627667772,4.915017637,1.071626186,0.233647723,0.013937248,0.000492727,0.001010319,0.002825009,0.00475568,0.271387492,-0.602166116,0.0289034,0,-0.000497409,0,0.003601193
Co0.0Ti0.508711095Zr0.173542479Cr0.317746426,0,0.508711095,0.173542479,0.317746426,0.591393002,1,-0.17029054,-0.07690723,-0.044827651,0.066965664,2.404087596,0.023460457,4.896211409,1.125706636,-0.008414205,56.70328803,56.70328803,-1.876327865,0.113479562,0.23446501,4.635492852,7.172791823,4.854649651,10,1,9,63.01844262,0.582090149,17.51619452,-0.135315725,56.70328803,4.635492852,4.173542479,18,25.75925747,0.15,1.426031372,0.33,1.541685651,1.682253574,2.953239278,0.362907166,0.637092834,0.023460457,0.023460457,0.017269064,0.059910882,0.077374371,3.548632496,-0.17001,-0.17001,0,0.088282985,0.055142502,-0.17029054,0.013096574,0.00344757,-0.003001913,0.160991322,0.056400995,0.114867359,5.511697676,-0.009471926,-0.477113089,3215.262873,-106.3939594,-0.212924863,0.026606987,1.086860878,33.24942522,34.82139132,48.54649651,10,9,567.1659836,36.68241466,10.19600428,-2.370216562,-7.672846533,262.8476863,19.34642633,75.12376462,463.6666345,3.863888621,0.213904706,0.470590353,0.508756265,2.593506196,4.96809733,1.071751697,0.231205555,0.014946489,0.000550393,0.00040514,0.001034605,0.004635567,0.274573207,-0.603303011,0.0289034,0,-0.000587089,0,0.00377693
Co0.0Ti0.479951742Zr0.176857878Cr0.34319038,0,0.479951742,0.176857878,0.34319038,0.584118846,1,-0.178062545,-0.083203862,-0.046310147,0.06854771,2.330020625,0.024882099,5.034195621,1.125790359,-0.008528002,56.95209441,56.95209441,-1.814936388,0.115545143,0.242551841,4.68638076,7.525419253,4.840208244,10,1,9,64.96954683,0.576270334,18.19478676,-0.137218483,56.95209441,4.68638076,4.176857878,18,25.86982256,0.15,1.426528682,0.33,1.544042691,1.65680962,3.02957114,0.353537133,0.646462867,0.024882099,0.024882099,0.038171807,0.065087067,0.088071877,3.555530839,-0.17001,-0.17001,0,0.084883247,0.060695922,-0.178062545,0.014815491,0.003853183,-0.003174455,0.159717577,0.057975803,0.125261353,5.667448896,-0.009600743,-0.485687587,3243.541058,-103.3644285,-0.209707085,0.028025687,1.13669028,35.26698,36.42459631,48.40208244,10,9,584.7259215,37.44002245,10.48511585,-2.496661036,-7.814879992,266.8991995,19.5743464,75.1834418,465.6568062,3.880473385,0.213979302,0.470754465,0.509534088,2.558184785,5.019422609,1.071065896,0.228548629,0.016085353,0.000619119,0.000949795,0.002484491,0.00573234,0.313142276,-0.604475798,0.0289034,0,-0.000686108,0,0.003974109
Co0.0Ti0.451053409Zr0.179486161Cr0.36946043,0,0.451053409,0.179486161,0.36946043,0.57915354,1,-0.184563405,-0.088480602,-0.049406556,0.070025159,2.262143987,0.02646071,5.151847112,1.125881178,-0.008607374,57.17452054,57.17452054,-1.755344869,0.117296686,0.249560315,4.73892086,7.849124463,4.824185303,10,1,9,66.98813083,0.568735105,18.78754935,-0.138326748,57.17452054,4.73892086,4.179486161,18,25.96967176,0.15,1.426922924,0.33,1.546643158,1.63053957,3.10838129,0.344074024,0.655925976,0.02646071,0.02646071,0.075528014,0.082715257,0.099821501,3.562605027,-0.167106,-0.167106,0,0.080957845,0.066313034,-0.184563405,0.016330281,0.004371522,-0.003459702,0.158406993,0.059857935,0.13632153,5.800367695,-0.00969088,-0.492122469,3268.925799,-100.3610013,-0.205896136,0.029272598,1.182646584,37.19637965,37.86563088,48.24185303,10,9,602.8931774,38.09850162,10.68513885,-2.5988206,-7.908765481,270.9455281,19.80625415,75.2307509,467.4540916,3.895450764,0.214038439,0.470884565,0.510392242,2.521862869,5.068338692,1.069513259,0.22568709,0.017356267,0.000700169,0.001998525,0.006247319,0.008256761,0.355624581,-0.595332676,0.027924415,0,-0.000806823,0,0.004191561
Co0.0Ti0.422202164Zr0.181384152Cr0.396413684,0,0.422202164,0.181384152,0.396413684,0.576700455,1,-0.189507133,-0.092528728,-0.051885929,0.071382243,2.200160886,-0.001528055,5.246981564,1.125978789,-0.008650724,57.36810442,57.36810442,-1.697743525,0.118713205,0.255348773,4.792827368,8.137619702,4.80662755,10,1,9,69.063365,0.55962519,19.28203404,-0.138616616,57.36810442,4.792827368,4.181384152,18,26.0577421,0.15,1.427207623,0.33,1.54947897,1.603586316,3.189241052,0.334580446,0.665419554,-0.001528055,0.026885876,0.085992585,0.101451879,0.115562547,3.569815196,-0.167106,-0.167106,0,0.076580781,0.07190316,-0.189507133,0.017534854,0.004800939,-0.003703734,0.157052419,-0.003361966,-0.008017674,5.907989949,-0.009740532,-0.496275648,3291.099405,-97.39632784,-0.201544576,0.030313271,1.223842589,39.00220642,39.11450705,48.0662755,10,9,621.570285,38.64959874,10.79071195,-2.672810312,-7.952172514,274.9554209,20.0406524,75.26491474,469.0393579,3.908661316,0.214081143,0.470978516,0.51132806,2.484723273,5.114223309,1.067057692,0.222636371,-0.001016797,-4.11E-05,0.002311986,0.008724109,0.011724038,0.412536936,-0.596537538,0.027924415,0,-0.000909812,0,-0.000239985
Co0.0Ti0.393590261Zr0.182521256Cr0.423888483,0,0.393590261,0.182521256,0.423888483,0.573843173,1,-0.192667618,-0.095181353,-0.053723871,0.072603822,2.14377717,0.002423359,5.317800397,1.126082748,-0.008657091,57.53085203,57.53085203,-1.642301918,0.119778817,0.259798518,4.847776966,8.385170202,4.787613396,10,1,9,71.18290251,0.549099658,19.66773407,-0.138082789,57.53085203,4.847776966,4.182521256,18,26.13315957,0.15,1.427378188,0.33,1.552537154,1.576111517,3.271665449,0.325120468,0.674879532,0.002423359,0.027103166,0.085376006,0.121934503,0.135347677,3.577117229,-0.162391,-0.162391,0,0.071838589,0.077368658,-0.192667618,0.018338365,0.005113511,-0.003900558,0.155646416,0.005195141,0.012886939,5.988283285,-0.0097486,-0.498049802,3309.798935,-94.48302863,-0.196712982,0.031118359,1.259445271,40.64943496,40.14495319,47.87613396,10,9,640.6461226,39.08650743,10.79954605,-2.715775582,-7.944020528,278.8967393,20.2759302,75.28538261,470.3968723,3.919973936,0.214106728,0.471034802,0.512337261,2.446971689,5.156509594,1.063685403,0.219417149,0.001635475,6.57E-05,0.00231396,0.010410281,0.016503552,0.484154509,-0.580891644,0.026370837,0,-0.000985208,0,0.000377187
Co0.0Ti0.365408844Zr0.182882382Cr0.451708774,0,0.365408844,0.182882382,0.451708774,0.568653386,1,-0.193907764,-0.096333304,-0.054924521,0.073676095,2.092696902,0.006472472,5.362998152,1.126192466,-0.008626217,57.66138214,57.66138214,-1.589158335,0.120483613,0.26282051,4.903417548,8.586894341,4.767253754,10,1,9,73.33320237,0.537330778,19.93666256,-0.136739668,57.66138214,4.903417548,4.182882382,18,26.19530042,0.15,1.427432357,0.33,1.555799753,1.548291226,3.355126322,0.315757573,0.684242427,0.006472472,0.027616847,0.10237676,0.133849745,0.146343758,3.584464079,-0.150673,-0.150673,0,0.06682684,0.082609577,-0.193907764,0.018679776,0.005291061,-0.004046624,0.154181735,0.013544922,0.034711855,6.039768115,-0.00971478,-0.497399578,3324.83499,-91.63306605,-0.191467539,0.031665565,1.288718699,42.10512839,40.93590428,47.67253754,10,9,659.9988213,39.4041867,10.71258241,-2.726132614,-7.884598235,282.737833,20.51041887,75.29188288,471.5154076,3.929295064,0.214114854,0.471052678,0.513413918,2.408831106,5.194712646,1.059406546,0.216054728,0.00442874,0.000178749,0.002827323,0.013703103,0.019588075,0.524563944,-0.540081956,0.022702353,0,-0.001025978,0,0.000997937
Co0.0Ti0.337839389Zr0.182464204Cr0.479696407,0,0.337839389,0.182464204,0.479696407,0.565906984,1,-0.193195904,-0.095952762,-0.055521177,0.074586867,2.04661185,0.010592986,5.381789461,1.126307282,-0.008558534,57.75881493,57.75881493,-1.53841908,0.120823728,0.264359456,4.959392814,8.739005856,4.74567758,10,1,9,75.50050018,0.524494584,20.08379873,-0.134620137,57.75881493,4.959392814,4.182464204,18,26.24374849,0.15,1.427369631,0.33,1.559246086,1.520303593,3.439089221,0.306550348,0.693449652,0.010592986,0.02843499,0.130012816,0.140042178,0.148544481,3.591808691,-0.150673,-0.150673,0,0.061643595,0.087527423,-0.193195904,0.018537681,0.00532741,-0.004141151,0.152650366,0.02167973,0.057009219,6.061548658,-0.009639539,-0.494330791,3336.080702,-88.85726293,-0.185877528,0.031940895,1.311062386,43.34016285,41.47250417,47.4567758,10,9,679.5045017,39.59960345,10.53384366,-2.703683732,-7.775499568,286.4486517,20.74248292,75.28435567,472.3874727,3.936562273,0.214105445,0.471031978,0.514551208,2.370527427,5.228459699,1.054253998,0.212577232,0.007345702,0.000301211,0.003696913,0.018207278,0.020802493,0.533543359,-0.541188591,0.022702353,0,-0.001029234,0,0.001617023
Co0.0Ti0.311058582Zr0.181278918Cr0.5076625,0,0.311058582,0.181278918,0.5076625,0.564911116,1,-0.190610048,-0.094085338,-0.05533562,0.075325854,2.005226386,0.014756164,5.373965383,1.1264264,-0.0084552,57.82289928,57.82289928,-1.4901698,0.120801437,0.264395998,5.015325,8.838926185,4.72304361,10,1,9,77.67012063,0.510771936,20.10722563,-0.131775439,57.82289928,5.015325,4.181278918,18,26.27834552,0.15,1.427191838,0.33,1.562850927,1.4923375,3.5229875,0.297555492,0.702444508,0.014756164,0.029556943,0.113117793,0.136434193,0.144519053,3.59910201,-0.150673,-0.150673,0,0.056388363,0.092028509,-0.190610048,0.017933611,0.00520627,-0.004168203,0.15104539,0.029589449,0.079299113,6.05337648,-0.00952416,-0.488904176,3343.487681,-86.16593824,-0.180014653,0.031939416,1.32603186,44.33008747,41.74663384,47.2304361,10,9,699.0310856,39.67171788,10.27020656,-2.649638487,-7.619637945,290.0006323,20.97047269,75.26302052,473.0102194,3.941751829,0.214078776,0.470973306,0.515740806,2.332301046,5.257486358,1.04828428,0.209016221,0.010365386,0.000436147,0.003343416,0.015433135,0.01971734,0.520138816,-0.542287497,0.022702353,0,-0.000992367,0,0.002228851
Co0.0Ti0.28522148Zr0.179351113Cr0.535427407,0,0.28522148,0.179351113,0.535427407,0.562137208,1,-0.186325345,-0.09084698,-0.054064084,0.075885233,1.968236461,0.018933985,5.339887446,1.126548991,-0.008318008,57.85395951,57.85395951,-1.444457662,0.120424901,0.262947666,5.070854814,8.885447195,4.699521003,10,1,9,79.82803842,0.496336854,20.00826369,-0.128271682,57.85395951,5.070854814,4.179351113,18,26.29917485,0.15,1.426902667,0.33,1.566587555,1.464572593,3.606282221,0.288821638,0.711178362,0.018933985,0.030973813,0.081434249,0.118969093,0.133151996,3.606298016,-0.150673,-0.150673,0,0.05115479,0.096029501,-0.186325345,0.016927095,0.004911559,-0.004102666,0.149360082,0.037266561,0.101105351,6.015644817,-0.009370644,-0.481229726,3347.080631,-83.56759508,-0.173948671,0.031665447,1.333369438,45.05681268,41.75734571,46.99521003,10,9,718.4523458,39.62159742,9.930838646,-2.566493628,-7.421024671,293.3690291,21.19288271,75.22832003,473.3851473,3.944876227,0.2140354,0.47087788,0.516973893,2.294381198,5.281662103,1.041572338,0.205403699,0.013465441,0.000586458,0.002522329,0.009688159,0.015840972,0.48018578,-0.543371741,0.022702353,0,-0.000915148,0,0.002827982
