,Formula,Co,Ti,Zr,Cr,MaxFWHM,Group,composition,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant d electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,Ti fraction,Cr fraction,Co fraction,Zr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg d valence electrons,frac s valence electrons,frac d valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,band center,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy
65,Co0.08629198Ti0.196209655Zr0.717498365Cr0.0,0.08629198,0.196209655,0.717498365,0.0,0.426842851928,3,Co0.08629198 Ti0.19620966 Zr0.71749836,-0.2058519513862624,-0.1217842448201317,-0.11259616691381431,Co0.06362354862248083 Ti0.1175016733091367 Zr0.8188747780683824 ,Co0.08629198Ti0.196209655Zr0.717498365,0.06847765997500249,1.0933193232189105,0.0036950820416206632,4.5834878407477815,1.1473489079469714,-0.0063947698772923835,79.93050048892111,79.93050048892111,-1.3637259297063797,0.12648170621455598,0.17344243787179778,4.4314599,12.050261946275976,5.814803400200001,11.0,0.0,11.0,38.8087151204,0.3024395819635576,3.977608797235259,-0.030354210552706276,0.196209655,0.0,0.08629198,0.717498365,79.93050048892111,4.4314599,4.717498365,18.0,35.34643047,0.19999999999999996,1.50331015575,0.5499999999999998,1.41866461655,2.0,2.4314599,0.4513185372612759,0.5486814627387241,0.0036950820416206632,0.01466450540491708,0.02550031099355666,0.058323041962408284,0.08196001815412693,3.5733238589664604,s,Zr,-0.162391,s,Zr,-0.162391
66,Co0.085747145Ti0.184644007Zr0.729608848Cr0.0,0.085747145,0.184644007,0.729608848,0.0,0.432407348778,3,Co0.08574714 Ti0.18464401 Zr0.72960885,-0.20428813195322068,-0.11998000950979851,-0.1105000014933815,Co0.06281394368000522 Ti0.10986208354107087 Zr0.8273239727789239 ,Co0.085747145Ti0.184644007Zr0.729608848,0.06801793308583436,1.0724464529823623,0.0018592454639654466,4.489184156835739,1.1472719012356132,-0.006256749345049683,80.44954544999929,80.44954544999929,-1.352389828506911,0.12640557848657313,0.17096086568369312,4.428735725,12.033409613429512,5.832008700499999,11.0,0.0,11.0,38.72553812700001,0.30251999504235955,3.9327255743554477,-0.03028882173879833,0.184644007,0.0,0.085747145,0.729608848,80.44954544999929,4.428735725,4.729608848,18.0,35.561694989,0.19999999999999996,1.5051539699499998,0.5499999999999998,1.4159361712200003,2.0,2.428735725,0.45159614937285514,0.5484038506271448,0.0018592454639654466,0.014977661324664425,0.02477383630855182,0.058413157844463486,0.0818882342318602,3.573860945672272,s,Zr,-0.162391,s,Zr,-0.162391
67,Co0.085104979Ti0.173595415Zr0.741299606Cr0.0,0.085104979,0.173595415,0.741299606,0.0,0.4546019471,3,Co0.08510498 Ti0.17359542 Zr0.74129961,-0.20244315144423566,-0.11792379533692786,-0.10828083849900368,Co0.061958625636847946 Ti0.10265054988963782 Zr0.8353908244735142 ,Co0.085104979Ti0.173595415Zr0.741299606,0.0675237927862253,1.0522236259453606,7.34748199840065e-05,4.3920480686478784,1.14719691107769,-0.006115498512034346,80.94931531042691,80.94931531042691,-1.3412761676006615,0.12625119850696984,0.168341833064718,4.425524895000001,12.001148558403461,5.84867115806,11.0,0.0,11.0,38.640934670120004,0.3024326332169103,3.8843548678021795,-0.030193154859748564,0.173595415,0.0,0.085104979,0.741299606,80.94931531042691,4.425524895000001,4.741299606,18.0,35.768917803,0.19999999999999996,1.50693969195,0.5499999999999998,1.4132627756000002,2.0,2.4255248949999997,0.4519237937763312,0.5480762062236686,7.34748199840065e-05,0.015347663264122527,0.0331758190693655,0.06306796409400862,0.08459507813274172,3.5742912655818797,s,Zr,-0.162391,s,Zr,-0.162391
68,Co0.084365097Ti0.163050525Zr0.752584378Cr0.0,0.084365097,0.163050525,0.752584378,0.0,0.462052776287,3,Co0.0843651 Ti0.16305053 Zr0.75258438,-0.20031254520152994,-0.11561448879227246,-0.10594603014680157,Co0.06105710670248066 Ti0.09584552375055733 Zr0.8430973695469621 ,Co0.084365097Ti0.163050525Zr0.752584378,0.06699601685031584,1.0326704633516863,-0.0016641721003799338,4.292427777784719,1.1471238443573843,-0.005971459177263702,81.43040149154191,81.43040149154191,-1.3304008124356022,0.12601783595830243,0.16559231182725825,4.421825485,11.953310680350267,5.86481018458,11.0,0.0,11.0,38.55481903116,0.30217458208984793,3.832587910645173,-0.030066698237287984,0.163050525,0.0,0.084365097,0.752584378,81.43040149154191,4.421825485,4.752584378,18.0,35.968344289,0.19999999999999996,1.5086694018500002,0.5499999999999998,1.4106414136,2.0,2.421825485,0.4523018845462192,0.5476981154537807,-0.0016641721003799338,0.01576948784732627,0.04526699525921155,0.06780692878520693,0.08540828667877938,3.574615566577788,s,Zr,-0.162391,s,Zr,-0.162391
69,Co0.083527091Ti0.152994353Zr0.763478555Cr0.0,0.083527091,0.152994353,0.763478555,0.0,0.462344125151,3,Co0.08352709 Ti0.15299435 Zr0.76347855,-0.19789272720510506,-0.11305149317835456,-0.10350275518939706,Co0.06010880400790506 Ti0.08942570130136826 Zr0.8504654946907266 ,Co0.0835270910835271Ti0.15299435315299437Zr0.7634785557634786,0.06643511048438339,1.013801492233135,-0.0033558923751811137,4.190620184801736,1.1470525984565283,-0.005825019404283458,81.89346681995022,81.89346673805674,-1.319781551298294,0.12570455380652415,0.16271807870872362,4.417635455417636,11.889734836642882,5.880447516170447,11.0,0.0,11.0,38.4670960474071,0.3017424898492247,3.777496785815705,-0.02990889611529468,0.15299435315299437,0.0,0.0835270910835271,0.7634785557634786,81.89346681995022,4.417635455417636,4.763478555763479,18.0,36.16024945916025,0.19999999999999996,1.5103454288103455,0.5499999999999998,1.4080687142580688,2.0,2.417635455417636,0.4527308828860627,0.5472691171139373,-0.0033558923751811137,0.016238607435738357,0.05833128819411472,0.06761848468364064,0.08530575837394502,3.5748347186902656,d,Zr,-0.150673,d,Zr,-0.150673
70,Co0.082588508Ti0.143409055Zr0.774002437Cr0.0,0.082588508,0.143409055,0.774002437,0.0,0.465992268876,3,Co0.08258851 Ti0.14340906 Zr0.77400244,-0.19517656810639297,-0.11023054318593022,-0.10095538596845403,Co0.05911151603234164 Ti0.08336913094693489 Zr0.8575193530207235 ,Co0.082588508Ti0.143409055Zr0.774002437,0.06584072211747483,0.9956380967691016,-0.005004831509319458,4.086812620176653,1.1469830286843385,-0.005676454346014979,82.33936419529606,82.33936419529606,-1.3094471612158367,0.12530903498154342,0.15972087283155542,4.41294254,11.81000912671949,5.895612698120001,11.0,0.0,11.0,38.377569204240004,0.30113000509122007,3.71906218201598,-0.02971859571612509,0.143409055,0.0,0.082588508,0.774002437,82.33936419529606,4.41294254,4.774002437,18.0,36.344986406000004,0.19999999999999996,1.51197094015,0.5499999999999998,1.4055395809500002,2.0,2.4129425400000004,0.4532123366374038,0.5467876633625962,-0.005004831509319458,0.01675129321566473,0.06580678884632443,0.06880305059201298,0.08243517706078354,3.5749484336758757,d,Zr,-0.150673,d,Zr,-0.150673
71,Co0.081547879Ti0.134278523Zr0.784173598Cr0.0,0.081547879,0.134278523,0.784173598,0.0,0.466662382535,3,Co0.08154788 Ti0.13427852 Zr0.7841736,-0.19216065468338622,-0.10715044734574931,-0.09830982019165502,Co0.05806384490418092 Ti0.0776561578672977 Zr0.8642799972285214 ,Co0.081547879Ti0.134278523Zr0.784173598,0.06521254920767222,0.9781957183744405,-0.006613640743574351,3.9811888405159737,1.146915013875527,-0.0055260399378395724,82.7688394193364,82.7688394193364,-1.2994263357370648,0.12482917933909998,0.15660304732968874,4.407739395,11.713836183831681,5.91033101286,11.0,0.0,11.0,38.286092643719996,0.30033117213837257,3.6572871599653176,-0.029494837437085884,0.134278523,0.0,0.081547879,0.784173598,82.7688394193364,4.407739395,4.784173598,18.0,36.522864158999994,0.19999999999999996,1.51354864575,0.5499999999999998,1.40304982328,2.0,2.407739395,0.45374733412522905,0.546252665874771,-0.006613640743574351,0.017304134111877714,0.055902584629243815,0.07096393649817932,0.08075916743566544,3.5749569664240632,d,Zr,-0.150673,d,Zr,-0.150673
72,Co0.080404054Ti0.125583708Zr0.794012238Cr0.0,0.080404054,0.125583708,0.794012238,0.0,0.467714655554,3,Co0.08040405 Ti0.12558371 Zr0.79401224,-0.1888435229461302,-0.10381125626361132,-0.09557183661393971,Co0.056964544661000024 Ti0.07226636472394066 Zr0.8707690906150592 ,Co0.080404054Ti0.125583708Zr0.794012238,0.06455000497144564,0.9614769931419594,-0.008185333735201188,3.8738759782059082,1.1468484197830506,-0.005373975621292152,83.18275554332054,83.18275554332054,-1.2897428586556325,0.12426279078505838,0.1533658960976555,4.4020202699999995,11.600968864003157,5.92463126836,11.0,0.0,11.0,38.19251868472,0.2993398486940763,3.5921624773939405,-0.02923670574630438,0.125583708,0.0,0.080404054,0.794012238,83.18275554332054,4.4020202699999995,4.794012238,18.0,36.694240554000004,0.19999999999999996,1.5150816329999999,0.5499999999999998,1.40059480838,2.0,2.40202027,0.4543368447506036,0.5456631552493965,-0.008185333735201188,0.01789427533925259,0.04355288138605571,0.06795710667215317,0.08015599338527377,3.5748610290580802,d,Zr,-0.150673,d,Zr,-0.150673
73,Co0.079152973Ti0.117306854Zr0.803540173Cr0.0,0.079152973,0.117306854,0.803540173,0.0,0.443114140161,3,Co0.07915297 Ti0.11730685 Zr0.80354017,-0.18521910478711318,-0.10020830603667494,-0.09274414280564638,Co0.05581030411300459 Ti0.06718104702542411 Zr0.8770086488615714 ,Co0.079152973Ti0.117306854Zr0.803540173,0.0638514848986257,0.9455077777318036,-0.009723480707493843,3.764906071711523,1.146783084543524,-0.00522038066146973,83.58201351480874,83.58201351480874,-1.2804427612680238,0.12360553608594882,0.1500062910061351,4.395764865,11.470766213039246,5.938545874620001,11.0,0.0,11.0,38.09658333924,0.2981450484781205,3.5235683669545645,-0.02894238161790958,0.117306854,0.0,0.079152973,0.803540173,83.58201351480874,4.395764865,4.803540173,18.0,36.859487979,0.19999999999999996,1.5165733772999999,0.5499999999999998,1.39816857449,2.0,2.3957648650000003,0.45498339001806454,0.5450166099819355,-0.009723480707493843,0.018519632623448988,0.032394844931351266,0.06558648720829562,0.08059791073290228,3.574659260378585,d,Zr,-0.150673,d,Zr,-0.150673
74,Co0.095782642Ti0.356735225Zr0.547482133Cr0.0,0.095782642,0.356735225,0.547482133,0.0,0.372435212576,3,Co0.09578264 Ti0.35673522 Zr0.54748213,-0.2293730345865248,-0.14696449692778651,-0.1456814865744025,Co0.0776831284572004 Ti0.23499688897371956 Zr0.68731998256908 ,Co0.095782642Ti0.356735225Zr0.547482133,0.07252470432848923,1.2504977122444267,0.001834852168348191,5.436268720087822,1.1484528445217501,-0.007667178440341052,72.6641322344682,72.6641322344682,-1.4576848394900643,0.12691141203484155,0.1993017322049693,4.47891321,12.426975506667821,5.572414970880001,11.0,0.0,11.0,40.04471327376,0.3017402812605765,4.499713108022821,-0.03173429558352998,0.356735225,0.0,0.095782642,0.547482133,72.6641322344682,4.47891321,4.547482133,18.0,32.333591604,0.19999999999999996,1.47733318785,0.5499999999999998,1.45759485035,2.0,2.47891321,0.4465368954983613,0.5534631045016387,0.001834852168348191,0.019687441314710646,0.06444776883197266,0.10934223730684156,0.12424021975607,3.5671875948628946,d,Ti,-0.17001,d,Ti,-0.17001
75,Co0.096558063Ti0.33925187Zr0.564190067Cr0.0,0.096558063,0.33925187,0.564190067,0.0,0.384508477463,3,Co0.09655806 Ti0.33925187 Zr0.56419007,-0.23117658737593264,-0.14835534393601701,-0.1460090202291979,Co0.07752995248640382 Ti0.2212480471014292 Zr0.701222000412167 ,Co0.096558063Ti0.33925187Zr0.564190067,0.07265214288872993,1.2257000376717342,0.000800178559568156,5.417062423761264,1.1483546491518497,-0.007610409464353963,73.39711908889929,73.39711908889929,-1.4418204033867745,0.12783382225881143,0.19946285686508175,4.482790315,12.60308479033979,5.59544938482,11.0,0.0,11.0,39.98658462764,0.3038265454194526,4.5132332002084175,-0.03205299006476945,0.33925187,0.0,0.096558063,0.564190067,73.39711908889929,4.482790315,4.564190067,18.0,32.638211521,0.19999999999999996,1.4798006069,0.5499999999999998,1.45434982735,2.0,2.482790315,0.446150691748338,0.553849308251662,0.000800178559568156,0.01896304048487394,0.047019952706225034,0.09855795351466014,0.1161964243331997,3.569084790364779,d,Ti,-0.17001,d,Ti,-0.17001
76,Co0.09718594Ti0.322290662Zr0.580523397Cr0.0,0.09718594,0.322290662,0.580523397,0.0,0.361299235888,3,Co0.09718594 Ti0.32229066 Zr0.5805234,-0.2326168246390096,-0.14938738714598448,-0.14595631074644247,Co0.07728114296464088 Ti0.20815844859047722 Zr0.7145604084448819 ,Co0.09718594009718594Ti0.32229066232229064Zr0.5805233975805234,0.0727141471204579,1.201471073837359,-0.00023328389468414354,5.38784988253183,1.1482579595680438,-0.007542347818812656,74.11223151327253,74.1122314391603,-1.4264899855642472,0.128657777582187,0.19929367694272682,4.485929700485929,12.76074634359489,5.618027224168027,11.0,0.0,11.0,39.924932991384935,0.3057158281981165,4.519713201701081,-0.03233001079090424,0.32229066232229064,0.0,0.09718594009718594,0.5805233975805234,74.11223151327253,4.485929700485929,4.5805233975805235,18.0,32.935350856935344,0.19999999999999996,1.4822192126322191,0.5499999999999998,1.4511333061411331,2.0,2.4859297004859293,0.4458384623779,0.5541615376221001,-0.00023328389468414354,0.018132027686480087,0.03785108552725082,0.09026225246107002,0.10957380928120179,3.570841704327425,s,Ti,-0.167106,s,Ti,-0.167106
77,Co0.097669755Ti0.305860927Zr0.596469318Cr0.0,0.097669755,0.305860927,0.596469318,0.0,0.400034349681,3,Co0.09766975 Ti0.30586093 Zr0.59646932,-0.23369797842852968,-0.1500672383852324,-0.1455400529802291,Co0.07694253833939516 Ti0.19570712394212064 Zr0.7273503377184842 ,Co0.097669755Ti0.305860927Zr0.596469318,0.07271386513041038,1.1778033716134113,-0.0012641562639224032,5.349315088243918,1.1481628704094924,-0.007463796373073403,74.80895277495823,74.80895277495823,-1.4116444396951549,0.12938530435671394,0.1988122708853271,4.488348775,12.899966515334885,5.6401289579,11.0,0.0,11.0,39.8599540618,0.30741240964492006,4.519481353931536,-0.03256659324861341,0.305860927,0.0,0.097669755,0.596469318,74.80895277495823,4.488348775,4.5964693180000005,18.0,33.224796499,0.19999999999999996,1.48458690995,0.5499999999999998,1.44794915992,2.0,2.488348775,0.4455981698971243,0.5544018301028756,-0.0012641562639224032,0.017203069957039987,0.04157391383227368,0.08370640842810845,0.10374992437476212,3.5724597655691968,s,Ti,-0.167106,s,Ti,-0.167106
78,Co0.09801473Ti0.289970907Zr0.612014363Cr0.0,0.09801473,0.289970907,0.612014363,0.0,0.404051231846,3,Co0.09801473 Ti0.28997091 Zr0.61201436,-0.23442777775812934,-0.1504050054852485,-0.14478094422865692,Co0.07652098774510538 Ti0.18387380759578664 Zr0.739605204659108 ,Co0.09801473Ti0.289970907Zr0.612014363,0.07265467993321048,1.154679751669482,-0.002290692153725019,5.302177845658728,1.1480694912155878,-0.007375582961249778,75.48675685164335,75.48675685164335,-1.3972340624648611,0.13001906637820138,0.19803866938253162,4.490073649999999,13.020972355108517,5.6617333324,11.0,0.0,11.0,39.7919115008,0.3089217404335127,4.5129172763331065,-0.03276433467342287,0.289970907,0.0,0.09801473,0.612014363,75.48675685164335,4.490073649999999,4.612014363,18.0,33.506332184,0.19999999999999996,1.48690141795,0.5499999999999998,1.44480199197,2.0,2.4900736500000002,0.4454269920494512,0.554573007950549,-0.002290692153725019,0.01618517848645251,0.054839274343852294,0.07768395055639608,0.10024066389121784,3.5739416917992486,s,Ti,-0.167106,s,Ti,-0.167106
79,Co0.09822442Ti0.274627657Zr0.627147923Cr0.0,0.09822442,0.274627657,0.627147923,0.0,0.390007870095,3,Co0.09822442 Ti0.27462766 Zr0.62714792,-0.2348094528990096,-0.15040697819804527,-0.1436966860992408,Co0.07602156331346814 Ti0.1726385651702829 Zr0.7513398715162489 ,Co0.09822442Ti0.274627657Zr0.627147923,0.07253958983056372,1.132101936941752,-0.0033116566747833347,5.247133007194859,1.147977902541307,-0.007278508341233596,76.1452230829929,76.1452230829929,-1.3832229720017217,0.13056084318327765,0.19699099029723774,4.4911221,13.123819462880068,5.682823859,11.0,0.0,11.0,39.720992294,0.31024709111798215,4.500346002864095,-0.032924331244537745,0.274627657,0.0,0.09822442,0.627147923,76.1452230829929,4.4911221,4.627147923,18.0,33.779784714,0.19999999999999996,1.4891609674500002,0.5499999999999998,1.44169523897,2.0,2.4911221,0.4453230073615678,0.5546769926384322,-0.0033116566747833347,0.015087253646531632,0.05119570551840008,0.07153859427537036,0.09384933484512754,3.5752891793918415,s,Zr,-0.162391,s,Zr,-0.162391
80,Co0.098303173Ti0.259835257Zr0.64186157Cr0.0,0.098303173,0.259835257,0.64186157,0.0,0.383867562902,3,Co0.09830317 Ti0.25983526 Zr0.64186157,-0.23484764850049525,-0.1500809533293076,-0.14230665782564425,Co0.07544954007689146 Ti0.16198073441874625 Zr0.7625697255043623 ,Co0.098303173Ti0.259835257Zr0.64186157,0.07237163867172249,1.1100664777991476,-0.004325820028102412,5.184878925342407,1.1478881763596511,-0.007173368696834594,76.78403417202674,76.78403417202674,-1.3695766428535712,0.1310127202429315,0.19568791016656883,4.491515865,13.208687333754396,5.703386738419999,11.0,0.0,11.0,39.64740149084,0.3113922308162089,4.4821100961022395,-0.03304781058403424,0.259835257,0.0,0.098303173,0.64186157,76.78403417202674,4.491515865,4.64186157,18.0,34.045024125,0.19999999999999996,1.49136407685,0.5499999999999998,1.43863214912,2.0,2.491515865,0.4452839665078195,0.5547160334921805,-0.004325820028102412,0.013918156174405337,0.040777806606727134,0.06824094450989254,0.0887471863912466,3.5765047167150565,s,Zr,-0.162391,s,Zr,-0.162391
81,Co0.098254603Ti0.245598495Zr0.656146902Cr0.0,0.098254603,0.245598495,0.656146902,0.0,0.396211989272,3,Co0.0982546 Ti0.24559849 Zr0.6561469,-0.23454500562499722,-0.14943316491722894,-0.14062918214128375,Co0.07480934480163859 Ti0.15188149734045475 Zr0.7733091578579067 ,Co0.098254603Ti0.245598495Zr0.656146902,0.07215366304138848,1.0885818703127257,-0.005332089367237854,5.116101131751149,1.1478003794110125,-0.007060955470332517,77.40286582645959,77.40286582645959,-1.3562717154908552,0.13137629556852404,0.19414717753463684,4.491273015,13.275682805818864,5.72340854542,11.0,0.0,11.0,39.57131678884,0.3123596711777261,4.458525936461876,-0.03313572037321069,0.245598495,0.0,0.098254603,0.656146902,77.40286582645959,4.491273015,4.656146902,18.0,34.301917251000006,0.19999999999999996,1.4935093051500001,0.5499999999999998,1.4356157156,2.0,2.491273015,0.44530804369281923,0.5546919563071807,-0.005332089367237854,0.012686727171581895,0.03939963233098812,0.06431174988443816,0.08678525248617616,3.5775902548192224,s,Zr,-0.162391,s,Zr,-0.162391
82,Co0.098081961Ti0.23191522Zr0.670002819Cr0.0,0.098081961,0.23191522,0.670002819,0.0,0.403938119826,3,Co0.09808196 Ti0.23191522 Zr0.67000282,-0.23390313665890028,-0.14846891948512883,-0.13868137375217385,Co0.0741045754711614 Ti0.1423184999159452 Zr0.7835769246128933 ,Co0.098081961Ti0.23191522Zr0.670002819,0.07188823803842724,1.0676529544561935,-0.006329946334839458,5.041436793261558,1.14771453121316,-0.0069419981182381445,78.0017063297914,78.0017063297914,-1.343287003824675,0.13165306060760798,0.19238512144053135,4.4904098050000005,13.32492157063468,5.74288624454,11.0,0.0,11.0,39.49286445508,0.31315162285685655,4.429881894437385,-0.033188876966516484,0.23191522,0.0,0.098081961,0.670002819,78.0017063297914,4.4904098050000005,4.6700028190000005,18.0,34.550460547,0.19999999999999996,1.4955963248000002,0.5499999999999998,1.43264727475,2.0,2.490409805,0.4453936470949782,0.5546063529050217,-0.006329946334839458,0.013114046669262414,0.04696502609248094,0.057399647000776065,0.084346233009667,3.578548059681949,s,Zr,-0.162391,s,Zr,-0.162391
83,Co0.097788592Ti0.218785117Zr0.683426291Cr0.0,0.097788592,0.218785117,0.683426291,0.0,0.416168437878,3,Co0.09778859 Ti0.21878512 Zr0.68342629,-0.232924013217927,-0.14719401195622636,-0.13648088726726285,Co0.07333876721783471 Ti0.13327215211799784 Zr0.7933890806641675 ,Co0.097788592Ti0.218785117Zr0.683426291,0.0715778805826171,1.0472900605796485,0.009903636346050376,4.961518447988912,1.1476306637121598,-0.0068172341898324555,78.58046132673444,78.58046132673444,-1.3306092671144192,0.13184437735257756,0.19041795677654885,4.488942959999999,13.356537452860602,5.761814055079999,11.0,0.0,11.0,39.41218427816,0.31376986377127297,4.396464397828215,-0.0332080222597414,0.218785117,0.0,0.097788592,0.683426291,78.58046132673444,4.488942959999999,4.683426291,18.0,34.790616197999995,0.19999999999999996,1.49762451405,0.5499999999999998,1.4297286001699998,2.0,2.48894296,0.4455391876933095,0.5544608123066906,0.009903636346050376,0.013642047146152112,0.043556793556824513,0.05493836979766518,0.08300977466704398,3.5793803334073635,s,Zr,-0.162391,s,Zr,-0.162391
84,Co0.09737643Ti0.206202175Zr0.696421395Cr0.0,0.09737643,0.206202175,0.696421395,0.0,0.429267300723,3,Co0.09737643 Ti0.20620217 Zr0.69642139,-0.2316065957443001,-0.14561137110058364,-0.1340421759796427,Co0.07251393474189845 Ti0.12472028304025892 Zr0.8027657822178427 ,Co0.09737643Ti0.206202175Zr0.696421395,0.07122459127924084,1.0275069397122025,0.007956433797247168,4.8769006043478,1.147548756395915,-0.006687316881313011,79.13932898579884,79.13932898579884,-1.3182323689495954,0.1319509500727553,0.18825906159978043,4.48688215,13.370538738088403,5.7801967952,11.0,0.0,11.0,39.3293267704,0.3142147244419308,4.358496098495796,-0.03319349986893244,0.206202175,0.0,0.09737643,0.696421395,79.13932898579884,4.48688215,4.696421395,18.0,35.02246726,0.19999999999999996,1.4995943877500002,0.5499999999999998,1.42685949325,2.0,2.48688215,0.44574382235557497,0.5542561776444251,0.007956433797247168,0.013750297970095115,0.04708194696742896,0.056517989603406586,0.0842581489406416,3.5800887795602776,s,Zr,-0.162391,s,Zr,-0.162391
85,Co0.096848598Ti0.19416081Zr0.708990592Cr0.0,0.096848598,0.19416081,0.708990592,0.0,0.424054235723,3,Co0.0968486 Ti0.19416081 Zr0.70899059,-0.22995321532806703,-0.1437269463789879,-0.13138199176103438,Co0.07163288531218236 Ti0.11664252286513331 Zr0.8117245918226844 ,Co0.096848598Ti0.19416081Zr0.708990592,0.07083049915999563,1.008311613870823,0.006057953378444806,4.788139019400218,1.1474688065502976,-0.006552906295508584,79.67845056828861,79.67845056828861,-1.306150896811881,0.13197390939848305,0.18592265754448598,4.48424299,13.367088802508935,5.79803647372,11.0,0.0,11.0,39.24439493544,0.3144873591838825,4.316227805954854,-0.03314608488631849,0.19416081,0.0,0.096848598,0.708990592,79.67845056828861,4.48424299,4.708990592,18.0,35.246073646,0.19999999999999996,1.5015061589,0.5499999999999998,1.424040499,2.0,2.4842429900000003,0.44600616078568034,0.5539938392143197,0.006057953378444806,0.013931000892705063,0.03921242372625955,0.05679560745260096,0.08199959170481316,3.5806758932809393,s,Zr,-0.162391,s,Zr,-0.162391
86,Co0.096206263Ti0.182651049Zr0.721142688Cr0.0,0.096206263,0.182651049,0.721142688,0.0,0.444840889764,3,Co0.09620626 Ti0.18265105 Zr0.72114269,-0.2279624646050886,-0.14154300017898983,-0.12851293366520472,Co0.07069661149257622 Ti0.10901685444313348 Zr0.8202865340642903 ,Co0.096206263Ti0.182651049Zr0.721142688,0.07039706706550185,0.9897191884533718,0.004207152767084612,4.695695090018927,1.1473907604523461,-0.006414566276939616,80.19822079019528,80.19822079019528,-1.2943691859929463,0.13191339303818403,0.18341937238789432,4.481031315,13.346148252789641,5.81534488222,11.0,0.0,11.0,39.15738625444,0.3145867799788983,4.269827653970536,-0.03306585589636099,0.182651049,0.0,0.096206263,0.721142688,80.19822079019528,4.481031315,4.7211426880000005,18.0,35.461599699000004,0.19999999999999996,1.50336109005,0.5499999999999998,1.4212701649400001,2.0,2.481031315,0.4463258253306806,0.5536741746693195,0.004207152767084612,0.014178410518948257,0.03636187132120638,0.05581793547650319,0.08109946130110494,3.5811431952078494,s,Zr,-0.162391,s,Zr,-0.162391
87,Co0.095450985Ti0.171660841Zr0.732888174Cr0.0,0.095450985,0.171660841,0.732888174,0.0,0.44603161134,3,Co0.09545099 Ti0.17166084 Zr0.73288817,-0.22563486607491948,-0.13906323350030622,-0.12544796855441082,Co0.06970623825161183 Ti0.10182131247309517 Zr0.8284724492752931 ,Co0.095450985Ti0.171660841Zr0.732888174,0.06992561993699799,0.9717383284736445,0.002402776586730054,4.599991180438138,1.1473145571298975,-0.006272817673361462,80.69911177307006,80.69911177307006,-1.2828917542101057,0.1317696064965001,0.18075920724511962,4.477254925,13.307745281167207,5.832135990499999,11.0,0.0,11.0,39.068304019,0.3145121234690412,4.219458814407522,-0.03295278567996691,0.171660841,0.0,0.095450985,0.732888174,80.69911177307006,4.477254925,4.732888174,18.0,35.669242057,0.19999999999999996,1.50516067685,0.5499999999999998,1.41854681836,2.0,2.477254925,0.4467022837659841,0.5532977162340158,0.002402776586730054,0.014487126427999085,0.0403960775518386,0.058557344876262345,0.08250934860451262,3.5814926504586397,s,Zr,-0.162391,s,Zr,-0.162391
88,Co0.094583212Ti0.161176527Zr0.74424026Cr0.0,0.094583212,0.161176527,0.74424026,0.0,0.450733081166,3,Co0.09458321 Ti0.16117653 Zr0.74424026,-0.22296970322191642,-0.1362898240026875,-0.12219777619492622,Co0.06866191267249248 Ti0.0950341851238042 Zr0.8363039022037033 ,Co0.09458321209458322Ti0.16117652716117653Zr0.7442402607442402,0.06941700127388965,0.9543816895510839,0.000643044703741831,4.501379997941092,1.1472401124294664,-0.00612811364469234,81.18170125385303,81.18170117267134,-1.2717305759490454,0.13154204352887264,0.17794973977084544,4.472916060472916,13.251786535886502,5.848428087478427,11.0,0.0,11.0,38.9770961485971,0.3142609706767254,4.165231231535811,-0.03280651224944356,0.16117652716117653,0.0,0.09458321209458322,0.7442402607442402,81.18170125385303,4.472916060472916,4.74424026074424,18.0,35.86924075386924,0.19999999999999996,1.5069068785069069,0.5499999999999998,1.4158678373558677,2.0,2.472916060472916,0.447135598558168,0.552864401441832,0.000643044703741831,0.014852242106794469,0.04894666897858597,0.06433367289854124,0.08228901952700815,3.581725604782742,s,Zr,-0.162391,s,Zr,-0.162391
