Co,Ti,Zr,Cr,Formula,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
0.05,0.7,0.1,0.15,Co0.05Ti0.7000000000000001Zr0.1Cr0.15000000000000002,Co0.05 Ti0.7 Zr0.1 Cr0.15,Co0.0552063524387714 Ti0.6277595268780759 Zr0.1709102754355837 Cr0.14612384524756897 ,Co0.05Ti0.7000000000000001Zr0.1Cr0.15000000000000002,0.055205586,1.772671678,0.025707137,3.5975,1.151703371,-0.00760137,53.37537475,53.37537475,-2.494168762,0.10729995,0.188875,4.55,8.52,4.8545,17,1,0,16,0,52.278,0.541625212,11.5365,-0.094261735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.37537475,4.55,4.1,18,24.35,0.2,1.4125,0.55,1.554,1.85,0,2.7,0,0.406593407,0,0.593406593,0,0.025707137,0.025707137,0.039528471,0.053566139,0.062747521
0.05,0.7,0.25,0,Co0.05Ti0.7000000000000001Zr0.25Cr0.0,Co0.05 Ti0.7 Zr0.25,Co0.049724631138522754 Ti0.5654260703480841 Zr0.384849298513393 ,Co0.05Ti0.7000000000000001Zr0.25,0.05703158,2.056180666,-0.006067671,3.8075,1.150012698,-0.006202516,59.25955975,59.25955975,-1.906940118,0.089623801,0.127375,4.25,5.97,5.177,11,0,0,11,0,39.894,0.217370005,2.7363,-0.016943419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25955975,4.25,4.25,18,26.75,0.2,1.435,0.55,1.5045,2,0,2.25,0,0.470588235,0,0.529411765,0,-0.006067671,0.009348099,0.044031529,0.059275404,0.076342867
0.05,0.75,0,0.2,Co0.05Ti0.75Zr0.0Cr0.2,Co0.05 Ti0.75 Cr0.2,Co0.05983535690944323 Ti0.7289963735678132 Cr0.21116826952274356 ,Co0.05Ti0.75Cr0.2,0.041205754,1.322106559,-0.010153265,2.4875,1.078803439,-0.005715341,49.24612975,49.24612975,-3.366095333,0.103311843,0.18075,4.65,8.56,4.677,15,1,0,14,0,56.666,0.548336084,13.3973,-0.094154213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.2,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.24612975,4.65,4,5,22.65,0.05,1.3975,0.34,1.581,1.8,0,2.85,0,0.387096774,0,0.612903226,0,-0.010153265,0.025020407,0.070710678,0.115117722,0.136061781
0.05,0.75,0.05,0.15,Co0.05Ti0.75Zr0.05Cr0.15000000000000002,Co0.05 Ti0.75 Zr0.05 Cr0.15,Co0.057543491203409514 Ti0.7010737225684786 Zr0.08907284666205234 Cr0.15230993956605957 ,Co0.05Ti0.75Zr0.05Cr0.15000000000000002,0.048091278,1.596053656,-0.0202134,2.9175,1.15203083,-0.006650392,51.20752475,51.20752475,-2.875508086,0.103228988,0.174,4.55,8.24,4.7845,17,1,0,16,0,52.538,0.536199434,11.3155,-0.089551072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.20752475,4.55,4.05,18,23.45,0.2,1.405,0.55,1.5645,1.85,0,2.7,0,0.406593407,0,0.593406593,0,-0.0202134,0.030314411,0.081649658,0.086656739,0.091740646
0.05,0.75,0.1,0.1,Co0.05Ti0.75Zr0.1Cr0.1,Co0.05 Ti0.75 Zr0.1 Cr0.1,Co0.05542071879314419 Ti0.6752111979856427 Zr0.1715739203070794 Cr0.09779416291413368 ,Co0.05Ti0.75Zr0.1Cr0.1,0.052033135,1.766116,0.022027201,3.2075,1.151458931,-0.006867906,53.16891975,53.16891975,-2.536672255,0.100813133,0.16125,4.45,7.68,4.892,17,1,0,16,0,48.41,0.500750593,8.8209,-0.076249098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.16891975,4.45,4.1,18,24.25,0.2,1.4125,0.55,1.548,1.9,0,2.55,0,0.426966292,0,0.573033708,0,0.022027201,0.02215081,0.040824829,0.04961093,0.060220682
0.05,0.75,0.15,0.05,Co0.05Ti0.75Zr0.15000000000000002Cr0.05,Co0.05 Ti0.75 Zr0.15 Cr0.05,Co0.05344899196317394 Ti0.6511889177995305 Zr0.24820464134934037 Cr0.04715744888795505 ,Co0.05Ti0.75Zr0.15000000000000002Cr0.05,0.053800218,1.906526175,0.01145408,3.3575,1.150892379,-0.006650392,55.13031475,55.13031475,-2.297625023,0.095654444,0.1425,4.35,6.88,4.9995,17,1,0,16,0,44.282,0.421034129,5.9135,-0.05267418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.13031475,4.35,4.15,18,25.05,0.2,1.42,0.55,1.5315,1.95,0,2.4,0,0.448275862,0,0.551724138,0,0.01145408,0.01554476,0.030618622,0.053309412,0.063315579
0.05,0.75,0.2,0,Co0.05Ti0.75Zr0.2Cr0.0,Co0.05 Ti0.75 Zr0.2,Co0.051612743126860025 Ti0.6288172163209738 Zr0.31957004055216615 ,Co0.05Ti0.75Zr0.2,0.053717994,1.927704212,0.000863322,3.3675,1.150331096,-0.005715341,57.09170975,57.09170975,-1.980626401,0.08698646,0.11775,4.25,5.84,5.107,11,0,0,11,0,40.154,0.213496325,2.5933,-0.016472838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.09170975,4.25,4.2,18,25.85,0.2,1.4275,0.55,1.515,2,0,2.25,0,0.470588235,0,0.529411765,0,0.000863322,0.01089936,0.044031529,0.068513544,0.081885751
0.05,0.8,0,0.15,Co0.05Ti0.8Zr0.0Cr0.15000000000000002,Co0.05 Ti0.8 Cr0.15,Co0.060087261284293085 Ti0.7808697793208752 Cr0.15904295939483162 ,Co0.05Ti0.8Cr0.15000000000000002,0.038663204,1.259894427,-0.017560946,2.1575,1.078676309,-0.005095397,49.03967475,49.03967475,-3.408649196,0.098870091,0.157375,4.55,7.96,4.7145,15,1,0,14,0,52.798,0.530767347,11.0685,-0.084086864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.15,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03967475,4.55,4,5,22.55,0.05,1.3975,0.34,1.575,1.85,0,2.7,0,0.406593407,0,0.593406593,0,-0.017560946,0.027462223,0.081649658,0.116529004,0.138434412
0.05,0.8,0.1,0.05,Co0.05Ti0.8Zr0.1Cr0.05,Co0.05 Ti0.8 Zr0.1 Cr0.05,Co0.0556367564068098 Ti0.7230328154242482 Zr0.1722427391372491 Cr0.049087689031692965 ,Co0.05Ti0.8Zr0.1Cr0.05,0.048344894,1.725445782,0.018351229,2.7575,1.151215473,-0.005889193,52.96246475,52.96246475,-2.519733393,0.092249881,0.129375,4.35,6.7,4.9295,17,1,0,16,0,44.542,0.416167572,5.7185,-0.050847669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.96246475,4.35,4.1,18,24.15,0.2,1.4125,0.55,1.542,1.95,0,2.4,0,0.448275862,0,0.551724138,0,0.018351229,0.019746997,0.058630197,0.058630197,0.064666359
0.05,0.8,0.15,0,Co0.05Ti0.8Zr0.15000000000000002Cr0.0,Co0.05 Ti0.8 Zr0.15,Co0.053649903036903736 Ti0.6972124714887685 Zr0.2491376254743277 ,Co0.05Ti0.8Zr0.15000000000000002,0.049478512,1.749389763,0.007778952,2.8475,1.150651188,-0.005095397,54.92385975,54.92385975,-2.081348191,0.08406496,0.106375,4.25,5.71,5.037,11,0,0,11,0,40.414,0.209446331,2.4243,-0.015897615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.92385975,4.25,4.15,18,24.95,0.2,1.42,0.55,1.5255,2,0,2.25,0,0.470588235,0,0.529411765,0,0.007778952,0.01356571,0.030618622,0.063189339,0.078474831
0.05,0.9,0,0.05,Co0.05Ti0.9Zr0.0Cr0.05,Co0.05 Ti0.9 Cr0.05,Co0.06059748710713887 Ti0.8859380265474066 Cr0.05346448634545443 ,Co0.05Ti0.9Cr0.05,0.031456816,1.005584111,0.032099437,1.3175,1.07842359,-0.003279022,48.62676475,48.62676475,-3.313712778,0.084518383,0.097875,4.35,6.34,4.7895,15,1,0,14,0,45.062,0.406315372,5.2505,-0.046202127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.62676475,4.35,4,5,22.35,0.05,1.3975,0.34,1.563,1.95,0,2.4,0,0.448275862,0,0.551724138,0,0.032099437,0.032099437,0.062360956,0.095794234,0.137034019
0.05,0.9,0.05,0,Co0.05Ti0.9Zr0.05Cr0.0,Co0.05 Ti0.9 Zr0.05,Co0.05824801227326717 Ti0.8515885972705303 Zr0.09016339045620256 ,Co0.05Ti0.9Zr0.05,0.036772904,1.16823446,0.021564124,1.5675,1.151296517,-0.003279022,50.58815975,50.58815975,-2.424870314,0.077262851,0.078375,4.25,5.45,4.897,11,0,0,11,0,40.934,0.20079484,2.0083,-0.014335952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.58815975,4.25,4.05,18,23.15,0.2,1.405,0.55,1.5465,2,0,2.25,0,0.470588235,0,0.529411765,0,0.021564124,0.022243672,0.030618622,0.052239107,0.077295193
0.05,0.95,0,0,Co0.05Ti0.9500000000000001Zr0.0Cr0.0,Co0.05 Ti0.95,Co0.06085586327749587 Ti0.9391441367225041 ,Co0.05Ti0.9500000000000001,0.026249126,0.599484612,0.028433666,0.8075,1.078297995,-0.001650456,48.42030975,48.42030975,-2.395378754,0.073306192,0.06175,4.25,5.32,4.827,9,0,0,9,0,41.194,0.196179022,1.7613,-0.013295772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.42030975,4.25,4,5,22.25,0.05,1.3975,0.34,1.557,2,0,2.25,0,0.470588235,0,0.529411765,0,0.028433666,0.028433666,0.047140452,0.155926111,0.246580826
0.1,0,0,0.9,Co0.1Ti0.0Zr0.0Cr0.9,Co0.1 Cr0.9,Co0.11184932259054763 Cr0.8881506774094524 ,Co0.1Cr0.9,0.011583012,4.014319425,0.023858861,0.45,1.023819012,-0.00270274,52.6898095,52.6898095,-20.14472125,0.028753994,0.0405,6.3,1.44,4.129,13,1,0,12,0,112.672,0.107249361,3.6252,-0.006503996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6898095,6.3,4,3,24.3,0.05,1.395,0.22,1.682,1.1,0,5.2,0,0.174603175,0,0.825396825,0,0.023858861,0.026087304,0.161624407,0.262639662,0.363654916
0.1,0,0.05,0.85,Co0.1Ti0.0Zr0.05Cr0.8500000000000001,Co0.1 Zr0.05 Cr0.85,Co0.10783512557349033 Zr0.08346019162304098 Cr0.8087046828034686 ,Co0.1Zr0.05Cr0.8500000000000001,0.048850488,2.180847681,0.013432024,1.78,1.155949718,-0.0043082,54.6512045,54.6512045,-1.805336059,0.065449024,0.0975,6.2,4.22,4.2365,15,1,0,14,0,108.544,0.192488064,7.144,-0.025245044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6512045,6.2,4.05,16,25.1,0.2,1.4025,0.55,1.6655,1.15,0,5.05,0,0.185483871,0,0.814516129,0,0.013432024,0.01784672,0.116496475,0.127371674,0.136090864
0.1,0,0.1,0.8,Co0.1Ti0.0Zr0.1Cr0.8,Co0.1 Zr0.1 Cr0.8,Co0.1040990795697343 Zr0.1611372747510031 Cr0.7347636456792626 ,Co0.1Zr0.1Cr0.8,0.065724876,1.676867849,0.003007882,2.97,1.155340414,-0.005312911,56.6125995,56.6125995,-1.229909005,0.0870552,0.1485,6.1,6.76,4.344,15,1,0,14,0,104.416,0.252109425,10.25,-0.041929752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6125995,6.1,4.1,16,25.9,0.2,1.41,0.55,1.649,1.2,0,4.9,0,0.196721311,0,0.803278689,0,0.003007882,0.009608832,0.053452248,0.084059886,0.099523024
0.1,0,0.15,0.75,Co0.1Ti0.0Zr0.15000000000000002Cr0.75,Co0.1 Zr0.15 Cr0.75,Co0.10061324228109457 Zr0.23361220481556882 Cr0.6657745529033366 ,Co0.1Zr0.15000000000000002Cr0.75,0.077154243,1.428689468,0.000490033,4.02,1.154737015,-0.006074109,58.5739945,58.5739945,-1.020382408,0.103417823,0.1935,6,9.06,4.4515,15,1,0,14,0,100.288,0.301673267,12.9432,-0.056765105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5739945,6,4.15,16,26.7,0.2,1.4175,0.55,1.6325,1.25,0,4.75,0,0.208333333,0,0.791666667,0,0.000490033,0.006529954,0.046291005,0.050598364,0.066990482
0.1,0,0.2,0.7,Co0.1Ti0.0Zr0.2Cr0.7000000000000001,Co0.1 Zr0.2 Cr0.7,Co0.09735329282055748 Zr0.3013906435672641 Cr0.6012560636121784 ,Co0.1Zr0.2Cr0.7000000000000001,0.085456172,1.275952726,-0.009845956,4.93,1.154139429,-0.006666319,60.5353895,60.5353895,-0.912849645,0.116685006,0.2325,5.9,11.12,4.559,15,1,0,14,0,96.16,0.345468795,15.2236,-0.069914265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5353895,5.9,4.2,16,27.5,0.2,1.425,0.55,1.616,1.3,0,4.6,0,0.220338983,0,0.779661017,0,-0.009845956,0.01484521,0.029994232,0.056288872,0.069005898
0.1,0,0.25,0.65,Co0.1Ti0.0Zr0.25Cr0.65,Co0.1 Zr0.25 Cr0.65,Co0.09429796344162315 Zr0.3649147741352997 Cr0.5407872624230772 ,Co0.1Zr0.25Cr0.65,0.091575092,1.170303175,-0.020179249,5.7,1.153547571,-0.007123776,62.4967845,62.4967845,-0.849484646,0.127747217,0.2655,5.8,12.94,4.6665,15,1,0,14,0,92.032,0.385356594,17.0912,-0.081500108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.4967845,5.8,4.25,16,28.3,0.2,1.4325,0.55,1.5995,1.35,0,4.45,0,0.232758621,0,0.767241379,0,-0.020179249,0.02315777,0.023158847,0.062770797,0.078766436
0.1,0,0.3,0.6,Co0.1Ti0.0Zr0.30000000000000004Cr0.6000000000000001,Co0.1 Zr0.3 Cr0.6,Co0.09142857501893922 Zr0.4245729589679151 Cr0.48399846601314583 ,Co0.1Zr0.30000000000000004Cr0.6000000000000001,0.096009521,1.091652457,-0.013003528,6.33,1.152961355,-0.007465521,64.4581795,64.4581795,-0.809900186,0.137060916,0.2925,5.7,14.52,4.774,15,1,0,14,0,87.904,0.422277303,18.546,-0.091606655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4581795,5.7,4.3,16,29.1,0.2,1.44,0.55,1.583,1.4,0,4.3,0,0.245614035,0,0.754385965,0,-0.013003528,0.029377032,0.02878198,0.050512835,0.066906244
0.1,0,0.35,0.55,Co0.1Ti0.0Zr0.35000000000000003Cr0.55,Co0.1 Zr0.35 Cr0.55,Co0.0887286548335235 Zr0.4807076865570706 Cr0.4305636586094059 ,Co0.1Zr0.35000000000000003Cr0.55,0.099058959,1.029945189,0.023342197,6.82,1.152380696,-0.007702976,66.4195745,66.4195745,-0.785002462,0.144882967,0.3135,5.6,15.86,4.8815,15,1,0,14,0,83.776,0.456707179,19.588,-0.100278327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4195745,5.6,4.35,16,29.9,0.2,1.4475,0.55,1.5665,1.45,0,4.15,0,0.258928571,0,0.741071429,0,0.023342197,0.024405142,0.040824829,0.063831587,0.076801497
0.1,0,0.4,0.5,Co0.1Ti0.0Zr0.4Cr0.5,Co0.1 Zr0.4 Cr0.5,Co0.08618362013717869 Zr0.5336221505312235 Cr0.3801942293315979 ,Co0.1Zr0.4Cr0.5,0.100916444,0.979449935,0.014678693,7.17,1.151805512,-0.007842999,68.3809695,68.3809695,-0.770119746,0.151360643,0.3285,5.5,16.96,4.989,15,1,0,14,0,79.648,0.488826192,20.2172,-0.10751663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.3809695,5.5,4.4,16,30.7,0.2,1.455,0.55,1.55,1.5,0,4,0,0.272727273,0,0.727272727,0,0.014678693,0.014678693,0.023570226,0.050917732,0.067564143
0.1,0,0.45,0.45,Co0.1Ti0.0Zr0.45Cr0.45,Co0.1 Zr0.45 Cr0.45,Co0.08378051465699593 Zr0.5835857280572364 Cr0.33263375728576766 ,Co0.1Zr0.45Cr0.45,0.101710256,0.936531376,0.003979372,7.38,1.151235724,-0.007889283,70.3423645,70.3423645,-0.762619731,0.156572191,0.3375,5.4,17.82,5.0965,15,1,0,14,0,75.52,0.518575154,20.4336,-0.113274997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3423645,5.4,4.45,16,31.5,0.2,1.4625,0.55,1.5335,1.55,0,3.85,0,0.287037037,0,0.712962963,0,0.003979372,0.008549616,0.028263343,0.040414307,0.049743682
